date,material_id,transaction_type,quantity,unit,supplier_id,unit_price,po_number,unit_raw
2023-02-10,M12,writeoff,63.47,kg,,21445.07,,kg
2023-02-10,M05,issue,85.54,rolls,,20255.64,,pcs
2023-02-10,M06,receipt,448.96,kg,SUP01,8744.07,PO-94786,kg
2023-02-10,M12,issue,25.89,kg,,25185.7,,kg
2023-02-10,M02,return,11.19,rolls,,10755.9,,rolls
2023-02-10,M10,return,75.55,kg,,37653.23,,kg
2023-02-10,M07,return,23.1,kg,,40977.8,,KG
2023-02-10,M02,issue,9.29,rolls,,10354.41,,rolls
2023-02-10,M10,issue,25.98,kg,,1992.95,,kg
2023-02-10,M08,issue,99.75,kg,,44335.39,,kgs
2023-02-10,M08,issue,51.9,kg,,38041.16,,kg
2023-02-10,M13,issue,73.29,rolls,,27072.98,,rolls
2023-02-10,M06,receipt,188.09,kg,SUP05,35302.76,PO-49160,KG
2023-02-10,M07,issue,42.78,kg,,43505.57,,kg
2023-02-10,M02,issue,11.35,rolls,,12997.84,,rolls
2023-02-10,M09,issue,65.72,kg,,14202.85,,kg
2023-02-11,M02,issue,82.82,rolls,,21562.65,,rolls
2023-02-11,M14,return,25.39,rolls,,10226.62,,rolls
2023-02-11,M04,issue,8.49,rolls,,24911.27,,rolls
2023-02-11,M08,issue,91.94,kg,,40444.75,,kg
2023-02-11,M12,receipt,227.04,kg,SUP03,37238.11,PO-54395,kg
2023-02-11,M05,return,79.72,rolls,,31258.31,,rolls
2023-02-11,M03,return,19.47,rolls,,29817.75,,rolls
2023-02-11,M06,return,31.65,kg,,41926.95,,kg
2023-02-11,M01,issue,89.82,rolls,,39356.74,,rolls
2023-02-11,M06,issue,11.43,kg,,5619.22,,kg
2023-02-11,M14,issue,85.73,rolls,,6667.71,,rolls
2023-02-11,M07,return,87.8,kg,,36508.54,,kg
2023-02-11,M01,issue,98.87,rolls,,8831.31,,rolls
2023-02-11,M06,issue,11.49,kg,,3413.01,,kg
2023-02-11,M11,return,96.26,kg,,37180.54,,kg
2023-02-11,M03,return,96.91,rolls,,30899.94,,rolls
2023-02-11,M05,issue,51.31,rolls,,13391.52,,rolls
2023-02-11,M06,issue,63.24,kg,,9339.12,,kg
2023-02-11,M03,issue,89.38,rolls,,32034.44,,rolls
2023-02-11,M14,receipt,112.77,rolls,SUP09,13223.03,PO-23642,rolls
2023-02-11,M09,issue,87.25,kg,,31550.72,,kg
2023-02-11,M14,issue,35.18,rolls,,7307.61,,rolls
2023-02-11,M08,issue,91.0,kg,,42486.99,,kg
2023-02-11,M08,issue,71.73,kg,,14180.06,,kg
2023-02-12,M07,issue,2.12,kg,,19513.16,,kg
2023-02-12,M08,receipt,327.57,kg,SUP04,23061.68,PO-19525,kg
2023-02-12,M02,issue,50.5,rolls,,10136.47,,rolls
2023-02-12,M09,issue,39.67,kg,,43844.2,,kg
2023-02-12,M07,return,11.16,kg,,10958.17,,kg
2023-02-12,M12,writeoff,95.67,kg,,15382.53,,kg
2023-02-12,M12,issue,81.82,kg,,5081.68,,KG
2023-02-12,M01,issue,54.15,rolls,,20846.9,,rolls
2023-02-12,M10,receipt,116.0,kg,SUP02,31023.39,PO-95427,kg
2023-02-12,M09,return,91.69,kg,,40704.71,,kg
2023-02-12,M14,receipt,405.61,rolls,SUP08,32496.16,PO-99769,rolls
2023-02-12,M06,issue,91.91,kg,,36180.98,,kg
2023-02-12,M14,issue,36.97,rolls,,28613.65,,rolls
2023-02-12,M10,issue,90.97,kg,,3398.51,,kg
2023-02-12,M11,issue,43.82,kg,,19029.15,,Kg
2023-02-12,M09,issue,84.74,kg,,27955.14,,kg
2023-02-12,M06,issue,4.72,kg,,20918.8,,kilograms
2023-02-12,M01,receipt,198.98,rolls,SUP08,30311.44,PO-79440,rolls
2023-02-12,M09,issue,65.46,kg,,1517.23,,kg
2023-02-12,M13,issue,30.05,rolls,,22426.41,,rolls
2023-02-12,M08,receipt,393.33,kg,SUP01,30139.96,PO-11038,kg
2023-02-12,M02,issue,91.34,rolls,,42634.7,,rolls
2023-02-12,M11,receipt,211.76,kg,SUP01,29173.57,PO-32795,kg
2023-02-12,M03,return,83.93,rolls,,39437.85,,rolls
2023-02-12,M04,return,58.97,rolls,,24916.5,,rolls
2023-02-12,M03,return,25.89,rolls,,9661.04,,rolls
2023-02-12,M03,issue,37.67,rolls,,24846.56,,rolls
2023-02-12,M09,issue,75.55,kg,,22892.57,,kg
2023-02-12,M10,receipt,116.12,kg,SUP07,6835.59,PO-89246,kg
2023-02-13,M14,issue,59.79,rolls,,18594.64,,Rolls
2023-02-13,M03,issue,52.14,rolls,,17747.83,,rolls
2023-02-13,M06,issue,27.88,kg,,40183.29,,kg
2023-02-13,M12,receipt,437.21,kg,SUP09,37039.79,PO-29471,kg
2023-02-13,M08,receipt,487.03,kg,SUP02,41078.74,PO-21151,kg
2023-02-13,M08,issue,78.3,kg,,24868.8,,kg
2023-02-13,M02,issue,85.39,rolls,,29620.45,,rolls
2023-02-13,M02,receipt,362.06,rolls,SUP01,37523.94,PO-74084,rolls
2023-02-13,M06,issue,35.9,kg,,25292.5,,kg
2023-02-13,M05,issue,70.42,rolls,,6124.58,,roll
2023-02-13,M14,issue,25.27,rolls,,21928.44,,rolls
2023-02-13,M14,receipt,110.22,rolls,SUP06,1862.85,PO-12878,rolls
2023-02-13,M14,issue,43.75,rolls,,10348.95,,rolls
2023-02-13,M08,receipt,158.91,kg,SUP06,2743.49,PO-28825,kg
2023-02-13,M12,return,5.12,kg,,12167.16,,kg
2023-02-13,M09,return,53.25,kg,,21469.09,,KG
2023-02-13,M04,issue,12.03,rolls,,2229.81,,rolls
2023-02-14,M07,return,9.03,kg,,28339.17,,kg
2023-02-14,M07,writeoff,43.77,kg,,23550.0,,kgs
2023-02-14,M01,issue,80.08,rolls,,38288.7,,rolls
2023-02-14,M14,issue,31.5,rolls,,35207.32,,rolls
2023-02-14,M03,return,72.79,rolls,,38864.86,,rolls
2023-02-14,M03,issue,84.04,rolls,,4158.23,,rolls
2023-02-14,M09,issue,84.46,kg,,6608.66,,kg
2023-02-14,M08,return,59.7,kg,,12357.91,,kg
2023-02-14,M08,return,61.54,kg,,11050.24,,kg
2023-02-14,M03,issue,49.6,rolls,,38909.04,,rolls
2023-02-14,M09,return,99.79,kg,,22153.76,,kg
2023-02-14,M08,receipt,24.51,kg,SUP08,29479.8,PO-17184,kg
2023-02-14,M10,issue,1.73,kg,,37637.4,,kg
2023-02-14,M14,issue,87.84,rolls,,24967.87,,rolls
2023-02-14,M03,return,35.0,rolls,,33765.51,,rolls
2023-02-14,M04,issue,4.89,rolls,,31088.09,,rolls
2023-02-14,M06,issue,77.75,kg,,19922.29,,kg
2023-02-14,M11,return,81.67,kg,,13708.9,,kg
2023-02-14,M09,return,50.05,kg,,17249.87,,kg
2023-02-14,M11,issue,34.18,kg,,3740.88,,Kg
2023-02-14,M04,receipt,86.28,rolls,SUP05,42856.06,PO-85660,rolls
2023-02-14,M14,issue,26.57,rolls,,31953.07,,rolls
2023-02-14,M10,receipt,427.57,kg,SUP03,35770.36,PO-55450,kg
2023-02-14,M13,issue,6.21,rolls,,1148.3,,Rolls
2023-02-14,M08,return,74.75,kg,,36580.7,,kg
2023-02-14,M04,return,77.0,rolls,,12952.45,,rolls
2023-02-14,M04,return,61.21,rolls,,15440.18,,rolls
2023-02-14,M13,return,88.78,rolls,,10000.54,,rolls
2023-02-14,M10,issue,17.14,kg,,4882.34,,kg
2023-02-14,M13,receipt,255.06,rolls,SUP07,38371.36,PO-34055,rolls
2023-02-15,M12,receipt,378.4,kg,SUP08,23420.19,PO-54198,kg
2023-02-15,M07,issue,54.64,kg,,35442.91,,kg
2023-02-15,M05,receipt,169.37,rolls,SUP08,13808.17,PO-60619,rolls
2023-02-15,M06,writeoff,19.24,kg,,10778.87,,Kg
2023-02-15,M06,receipt,446.97,kg,SUP02,39788.27,PO-61030,kg
2023-02-15,M14,issue,83.62,rolls,,25817.15,,rolls
2023-02-15,M11,return,21.51,kg,,20781.94,,kg
2023-02-15,M14,issue,93.02,rolls,,26233.49,,rolls
2023-02-15,M02,issue,98.95,rolls,,29245.99,,rolls
2023-02-15,M03,receipt,181.38,rolls,SUP06,33174.51,PO-99703,Rolls
2023-02-15,M07,writeoff,85.98,kg,,35858.43,,kg
2023-02-15,M13,return,9.05,rolls,,37142.16,,rolls
2023-02-15,M06,issue,8.84,kg,,32285.61,,kg
2023-02-15,M03,return,78.44,rolls,,30267.92,,rolls
2023-02-15,M09,receipt,278.08,kg,SUP09,21236.22,PO-85955,kg
2023-02-15,M08,issue,23.97,kg,,884.28,,kg
2023-02-15,M02,issue,8.84,rolls,,9857.33,,rolls
2023-02-15,M07,issue,15.56,kg,,25652.38,,kg
2023-02-15,M12,issue,55.28,kg,,10106.73,,KG
2023-02-15,M04,return,88.09,rolls,,29264.21,,rolls
2023-02-15,M02,issue,80.4,rolls,,1434.11,,rolls
2023-02-15,M08,issue,36.46,kg,,10430.65,,kg
2023-02-15,M07,writeoff,26.27,kg,,25978.46,,kg
2023-02-15,M12,return,74.4,kg,,3660.2,,kg
2023-02-15,M09,issue,52.12,kg,,41603.23,,kg
2023-02-15,M01,issue,81.7,rolls,,35189.92,,rolls
2023-02-15,M05,issue,97.23,rolls,,21485.78,,rolls
2023-02-15,M03,issue,92.54,rolls,,26024.43,,nos
2023-02-15,M04,issue,71.16,rolls,,9218.34,,rolls
2023-02-15,M10,return,14.25,kg,,42127.62,,kg
2023-02-15,M09,receipt,216.79,kg,SUP02,6527.24,PO-78007,kg
2023-02-15,M02,issue,4.68,rolls,,1850.06,,rolls
2023-02-16,M11,issue,44.58,kg,,22526.52,,kg
2023-02-16,M05,issue,87.14,rolls,,15780.19,,rolls
2023-02-16,M10,issue,74.04,kg,,21311.27,,kg
2023-02-16,M12,issue,33.22,kg,,2376.5,,kg
2023-02-16,M10,issue,2.87,kg,,15049.39,,Kg
2023-02-16,M11,issue,41.31,kg,,9057.4,,kg
2023-02-16,M02,issue,33.9,rolls,,16819.99,,rolls
2023-02-16,M13,issue,55.61,rolls,,24076.67,,Rolls
2023-02-16,M05,receipt,125.59,rolls,SUP06,15841.67,PO-61384,rolls
2023-02-16,M10,issue,94.45,kg,,24789.49,,kg
2023-02-16,M03,receipt,369.07,rolls,SUP01,36839.38,PO-31877,rolls
2023-02-16,M03,receipt,134.43,rolls,SUP05,40473.14,PO-47168,rolls
2023-02-16,M11,issue,46.42,kg,,29881.91,,KG
2023-02-16,M13,return,88.67,rolls,,17252.49,,rolls
2023-02-16,M01,issue,28.36,rolls,,43646.15,,nos
2023-02-16,M06,receipt,498.24,kg,SUP08,10198.48,PO-72419,kg
2023-02-16,M01,receipt,227.39,rolls,SUP03,7962.8,PO-82040,rolls
2023-02-16,M06,issue,80.45,kg,,27692.39,,kg
2023-02-16,M06,issue,55.91,kg,,41195.07,,kg
2023-02-16,M14,receipt,383.71,rolls,SUP05,24209.31,PO-45999,Rolls
2023-02-16,M03,issue,86.91,rolls,,43501.09,,roll
2023-02-16,M03,receipt,366.98,rolls,SUP05,17809.59,PO-18381,rolls
2023-02-17,M11,issue,5.76,kg,,33922.9,,KG
2023-02-17,M06,issue,87.18,kg,,8472.83,,kg
2023-02-17,M11,receipt,351.56,kg,SUP07,38851.96,PO-75072,kg
2023-02-17,M02,issue,90.79,rolls,,44439.25,,rolls
2023-02-17,M03,issue,25.54,rolls,,14267.86,,rolls
2023-02-17,M13,return,97.81,rolls,,41493.06,,rolls
2023-02-17,M08,issue,71.51,kg,,42494.13,,kg
2023-02-17,M01,issue,36.58,rolls,,43808.85,,rolls
2023-02-17,M10,receipt,468.39,kg,SUP09,38657.8,PO-69708,kg
2023-02-17,M13,issue,60.03,rolls,,1660.24,,rolls
2023-02-17,M10,issue,48.91,kg,,34978.65,,kg
2023-02-17,M01,return,86.12,rolls,,1132.72,,rolls
2023-02-17,M08,return,68.98,kg,,29864.28,,kg
2023-02-17,M08,issue,5.98,kg,,23155.47,,kg
2023-02-17,M04,return,40.03,rolls,,35213.98,,rolls
2023-02-17,M04,issue,47.36,rolls,,10229.44,,rolls
2023-02-17,M01,issue,89.55,rolls,,2405.64,,rolls
2023-02-17,M02,issue,93.48,rolls,,40181.76,,rolls
2023-02-17,M10,return,18.05,kg,,35569.14,,kg
2023-02-17,M10,issue,61.11,kg,,18793.01,,kg
2023-02-17,M10,issue,47.54,kg,,12269.52,,kg
2023-02-17,M01,return,41.13,rolls,,21722.39,,rolls
2023-02-17,M02,issue,51.95,rolls,,21464.38,,Rolls
2023-02-18,M04,issue,73.8,rolls,,13345.41,,rolls
2023-02-18,M12,receipt,106.46,kg,SUP05,40160.03,PO-71922,kg
2023-02-18,M01,issue,60.41,rolls,,36925.08,,rolls
2023-02-18,M04,issue,90.89,rolls,,22607.54,,rolls
2023-02-18,M14,issue,88.95,rolls,,44894.89,,rolls
2023-02-18,M07,issue,67.42,kg,,33210.11,,kg
2023-02-18,M04,receipt,246.87,rolls,SUP03,29653.63,PO-59200,nos
2023-02-18,M08,return,97.2,kg,,28670.24,,kg
2023-02-18,M13,receipt,439.59,rolls,SUP02,29879.07,PO-45264,rolls
2023-02-18,M11,issue,96.82,kg,,10238.73,,kgs
2023-02-18,M12,issue,12.76,kg,,29921.39,,kg
2023-02-18,M04,issue,62.65,rolls,,44262.33,,rolls
2023-02-18,M13,receipt,198.14,rolls,SUP09,29820.95,PO-51902,rolls
2023-02-18,M12,issue,17.8,kg,,10868.79,,kg
2023-02-18,M13,issue,19.91,rolls,,4545.14,,rolls
2023-02-18,M13,issue,33.28,rolls,,25886.92,,rolls
2023-02-18,M07,issue,7.98,kg,,19848.56,,kgs
2023-02-18,M06,issue,32.61,kg,,23847.08,,kg
2023-02-18,M09,issue,94.39,kg,,35558.2,,kg
2023-02-18,M01,issue,80.73,rolls,,34703.55,,rolls
2023-02-18,M14,issue,46.34,rolls,,31555.55,,rolls
2023-02-18,M03,receipt,293.54,rolls,SUP07,1136.32,PO-96640,rolls
2023-02-18,M11,receipt,482.47,kg,SUP03,37903.59,PO-71550,kg
2023-02-18,M08,issue,44.12,kg,,1215.04,,kg
2023-02-18,M10,receipt,140.12,kg,SUP04,13825.86,PO-54450,kg
2023-02-19,M01,issue,76.2,rolls,,6388.72,,rolls
2023-02-19,M12,issue,40.26,kg,,24881.09,,kg
2023-02-19,M03,return,8.61,rolls,,43456.11,,rolls
2023-02-19,M14,issue,35.27,rolls,,6662.65,,rolls
2023-02-19,M11,return,53.16,kg,,27001.37,,kg
2023-02-19,M12,issue,55.57,kg,,32189.1,,kg
2023-02-19,M05,return,92.07,rolls,,38183.54,,rolls
2023-02-19,M02,issue,7.18,rolls,,30556.43,,rolls
2023-02-19,M14,return,16.77,rolls,,35163.5,,rolls
2023-02-19,M14,issue,68.84,rolls,,32281.74,,nos
2023-02-19,M12,issue,48.09,kg,,19208.67,,kg
2023-02-19,M06,return,35.68,kg,,7892.53,,kg
2023-02-19,M03,issue,22.01,rolls,,39573.98,,rolls
2023-02-19,M01,receipt,489.71,rolls,SUP03,24634.34,PO-21091,rolls
2023-02-19,M04,receipt,266.5,rolls,SUP07,21809.31,PO-63760,rolls
2023-02-19,M01,issue,10.89,rolls,,30740.52,,rolls
2023-02-19,M08,issue,4.88,kg,,20396.39,,kg
2023-02-19,M10,return,81.05,kg,,31525.3,,kg
2023-02-19,M09,issue,40.97,kg,,24814.7,,kg
2023-02-19,M07,issue,15.74,kg,,14367.37,,kg
2023-02-19,M01,issue,23.95,rolls,,3913.21,,rolls
2023-02-19,M02,return,35.71,rolls,,11542.43,,rolls
2023-02-19,M07,issue,2.81,kg,,36891.89,,kg
2023-02-20,M06,receipt,440.22,kg,SUP01,3126.73,PO-46181,kg
2023-02-20,M14,issue,24.87,rolls,,3029.41,,rolls
2023-02-20,M02,issue,42.3,rolls,,28487.31,,rolls
2023-02-20,M10,receipt,209.99,kg,SUP05,36447.25,PO-96580,kg
2023-02-20,M14,return,2.18,rolls,,44525.94,,rolls
2023-02-20,M05,issue,29.21,rolls,,22301.0,,rolls
2023-02-20,M07,return,69.02,kg,,9239.2,,kg
2023-02-20,M08,issue,52.91,kg,,42876.93,,kg
2023-02-20,M11,issue,28.23,kg,,20383.37,,kg
2023-02-20,M01,receipt,73.27,rolls,SUP03,38821.69,PO-31868,rolls
2023-02-20,M03,issue,44.16,rolls,,24160.48,,rolls
2023-02-20,M06,receipt,199.52,kg,SUP04,2432.86,PO-57413,kg
2023-02-20,M06,return,30.02,kg,,31452.24,,kg
2023-02-20,M07,issue,45.78,kg,,21287.46,,kg
2023-02-20,M08,return,64.34,kg,,19504.96,,kg
2023-02-20,M13,return,4.49,rolls,,11513.21,,rolls
2023-02-20,M01,issue,68.22,rolls,,24850.62,,rolls
2023-02-20,M01,issue,80.18,rolls,,16975.98,,rolls
2023-02-20,M01,issue,21.29,rolls,,22525.63,,pcs
2023-02-20,M10,issue,69.44,kg,,36798.52,,kg
2023-02-20,M06,writeoff,59.24,kg,,19968.79,,kg
2023-02-20,M14,issue,59.7,rolls,,25228.09,,rolls
2023-02-20,M12,writeoff,77.37,kg,,28474.84,,kg
2023-02-20,M13,issue,64.01,rolls,,30851.6,,roll
2023-02-20,M07,writeoff,54.67,kg,,22074.77,,kg
2023-02-20,M01,return,83.31,rolls,,32365.88,,rolls
2023-02-20,M14,issue,7.65,rolls,,32759.07,,rolls
2023-02-20,M13,issue,34.67,rolls,,3219.77,,rolls
2023-02-20,M08,return,6.98,kg,,30230.31,,kg
2023-02-20,M02,issue,18.56,rolls,,42665.19,,rolls
2023-02-20,M09,receipt,297.47,kg,SUP09,40360.08,PO-42450,kg
2023-02-21,M04,issue,50.15,rolls,,35070.34,,rolls
2023-02-21,M09,issue,79.31,kg,,36451.13,,kg
2023-02-21,M11,issue,32.72,kg,,21956.28,,kg
2023-02-21,M02,issue,92.24,rolls,,43506.36,,rolls
2023-02-21,M11,receipt,195.68,kg,SUP08,9353.46,PO-79848,kgs
2023-02-21,M11,issue,68.14,kg,,15464.63,,kg
2023-02-21,M06,issue,87.85,kg,,39553.78,,kg
2023-02-21,M03,issue,49.99,rolls,,36869.76,,rolls
2023-02-21,M07,return,12.0,kg,,18619.76,,kg
2023-02-21,M14,issue,86.11,rolls,,5232.5,,Rolls
2023-02-21,M06,issue,91.16,kg,,19726.26,,kg
2023-02-21,M01,issue,55.61,rolls,,38797.74,,rolls
2023-02-21,M06,return,34.04,kg,,21710.2,,kg
2023-02-21,M04,issue,33.69,rolls,,4927.01,,rolls
2023-02-21,M14,issue,85.21,rolls,,15449.02,,rolls
2023-02-21,M07,return,79.35,kg,,29198.73,,kg
2023-02-21,M14,receipt,478.32,rolls,SUP09,22752.65,PO-52918,rolls
2023-02-21,M09,issue,79.91,kg,,7902.36,,Kg
2023-02-21,M14,return,67.45,rolls,,15079.97,,rolls
2023-02-21,M02,issue,61.62,rolls,,25635.12,,rolls
2023-02-21,M13,issue,70.74,rolls,,15914.22,,rolls
2023-02-21,M14,issue,23.79,rolls,,37289.16,,rolls
2023-02-21,M12,writeoff,87.99,kg,,9935.55,,kgs
2023-02-21,M03,issue,47.38,rolls,,39666.9,,rolls
2023-02-21,M02,issue,21.95,rolls,,38137.69,,nos
2023-02-21,M14,return,57.96,rolls,,31514.24,,rolls
2023-02-21,M04,receipt,330.32,rolls,SUP05,12603.75,PO-88522,rolls
2023-02-21,M10,issue,18.48,kg,,22160.96,,kg
2023-02-21,M05,receipt,235.96,rolls,SUP06,23662.76,PO-15697,rolls
2023-02-21,M11,issue,43.95,kg,,6041.99,,kg
2023-02-22,M07,receipt,138.6,kg,SUP01,4486.81,PO-66749,kg
2023-02-22,M14,return,55.54,rolls,,43496.99,,rolls
2023-02-22,M12,receipt,323.73,kg,SUP03,37678.24,PO-34684,kg
2023-02-22,M06,issue,73.43,kg,,28943.34,,kg
2023-02-22,M01,issue,92.56,rolls,,41399.48,,rolls
2023-02-22,M11,issue,45.09,kg,,23285.83,,kg
2023-02-22,M01,issue,28.06,rolls,,22575.25,,rolls
2023-02-22,M04,issue,1.66,rolls,,22338.15,,rolls
2023-02-22,M13,issue,52.66,rolls,,29179.64,,rolls
2023-02-22,M08,issue,83.21,kg,,42322.62,,kg
2023-02-22,M02,issue,27.92,rolls,,22856.89,,rolls
2023-02-22,M06,issue,33.66,kg,,15096.82,,kg
2023-02-22,M06,receipt,344.72,kg,SUP09,17454.68,PO-70228,kg
2023-02-22,M09,return,65.94,kg,,30578.75,,kg
2023-02-22,M12,issue,75.99,kg,,18724.69,,kg
2023-02-22,M02,issue,51.73,rolls,,39533.07,,rolls
2023-02-22,M11,issue,18.96,kg,,13972.68,,kgs
2023-02-22,M03,issue,4.32,rolls,,9414.7,,rolls
2023-02-22,M02,receipt,223.87,rolls,SUP09,20713.2,PO-61169,rolls
2023-02-23,M06,issue,38.85,kg,,20322.63,,kg
2023-02-23,M09,issue,52.0,kg,,43599.03,,kilograms
2023-02-23,M11,return,89.65,kg,,30927.57,,kgs
2023-02-23,M08,issue,11.81,kg,,4327.59,,kg
2023-02-23,M03,issue,93.61,rolls,,37415.85,,rolls
2023-02-23,M01,return,26.9,rolls,,18976.33,,rolls
2023-02-23,M05,issue,67.75,rolls,,16552.84,,rolls
2023-02-23,M05,issue,35.22,rolls,,31630.48,,rolls
2023-02-23,M03,issue,9.82,rolls,,41528.49,,rolls
2023-02-23,M10,return,17.53,kg,,25664.98,,KG
2023-02-23,M01,issue,28.0,rolls,,28010.57,,rolls
2023-02-23,M07,receipt,218.15,kg,SUP06,44035.15,PO-30045,kg
2023-02-23,M14,return,14.45,rolls,,36153.76,,rolls
2023-02-23,M05,issue,72.21,rolls,,1227.39,,rolls
2023-02-23,M01,receipt,437.48,rolls,SUP09,39944.03,PO-68429,nos
2023-02-23,M13,issue,64.22,rolls,,4165.37,,rolls
2023-02-23,M13,issue,24.31,rolls,,40903.91,,Rolls
2023-02-23,M01,issue,17.48,rolls,,31048.85,,rolls
2023-02-23,M12,receipt,427.41,kg,SUP01,39350.47,PO-66784,kg
2023-02-23,M04,return,61.28,rolls,,11278.86,,nos
2023-02-23,M08,issue,62.38,kg,,14289.07,,kg
2023-02-23,M10,issue,7.42,kg,,24435.04,,kg
2023-02-23,M09,issue,74.6,kg,,24198.49,,kg
2023-02-23,M07,issue,8.87,kg,,2657.73,,kg
2023-02-23,M09,return,20.52,kg,,5341.63,,kg
2023-02-23,M14,return,23.48,rolls,,16685.54,,rolls
2023-02-23,M01,issue,28.77,rolls,,21311.82,,rolls
2023-02-23,M12,issue,58.19,kg,,41411.76,,kg
2023-02-23,M06,issue,62.04,kg,,36635.96,,kg
2023-02-24,M05,issue,72.41,rolls,,15470.08,,rolls
2023-02-24,M12,issue,66.03,kg,,32619.38,,kg
2023-02-24,M03,issue,9.33,rolls,,15611.62,,rolls
2023-02-24,M01,return,98.45,rolls,,3952.6,,rolls
2023-02-24,M09,return,82.74,kg,,10070.15,,kg
2023-02-24,M07,issue,5.47,kg,,1216.1,,kg
2023-02-24,M07,receipt,376.78,kg,SUP06,26462.53,PO-89494,kg
2023-02-24,M10,issue,71.68,kg,,23829.71,,kg
2023-02-24,M05,receipt,109.58,rolls,SUP03,13107.32,PO-71604,rolls
2023-02-24,M01,issue,57.97,rolls,,28949.93,,rolls
2023-02-24,M07,issue,82.63,kg,,23523.82,,Kg
2023-02-24,M09,issue,75.93,kg,,37311.42,,kgs
2023-02-24,M01,issue,74.87,rolls,,38427.54,,rolls
2023-02-24,M09,receipt,396.23,kg,SUP04,13200.28,PO-80588,kg
2023-02-24,M04,issue,58.04,rolls,,22407.66,,rolls
2023-02-24,M04,issue,67.78,rolls,,27519.25,,rolls
2023-02-24,M09,issue,1.61,kg,,36519.13,,kg
2023-02-24,M06,receipt,255.29,kg,SUP06,29677.18,PO-89327,kg
2023-02-24,M07,writeoff,36.69,kg,,4591.14,,Kg
2023-02-24,M01,issue,92.7,rolls,,19280.94,,rolls
2023-02-24,M03,issue,61.88,rolls,,14199.63,,rolls
2023-02-24,M04,return,83.94,rolls,,7823.92,,Rolls
2023-02-24,M07,return,1.36,kg,,23943.85,,kilograms
2023-02-24,M10,issue,41.16,kg,,20207.17,,kg
2023-02-24,M11,issue,35.41,kg,,36091.2,,kg
2023-02-24,M11,return,66.96,kg,,34955.08,,kg
2023-02-24,M07,writeoff,98.01,kg,,21001.48,,kg
2023-02-24,M09,receipt,440.45,kg,SUP02,32895.71,PO-16031,kg
2023-02-24,M03,issue,72.38,rolls,,13680.78,,rolls
2023-02-24,M11,issue,61.47,kg,,13111.55,,kg
2023-02-24,M12,issue,62.88,kg,,8575.46,,kgs
2023-02-24,M11,receipt,202.19,kg,SUP03,14519.79,PO-63965,kgs
2023-02-25,M04,issue,92.5,rolls,,33252.41,,rolls
2023-02-25,M01,receipt,348.67,rolls,SUP04,18493.59,PO-59418,rolls
2023-02-25,M02,issue,23.38,rolls,,17344.48,,Rolls
2023-02-25,M08,return,17.99,kg,,17939.98,,kg
2023-02-25,M04,issue,60.43,rolls,,28555.23,,rolls
2023-02-25,M10,receipt,19.18,kg,SUP05,43656.25,PO-15751,kg
2023-02-25,M09,return,70.34,kg,,44164.8,,kg
2023-02-25,M09,receipt,262.35,kg,SUP05,20066.51,PO-16463,kg
2023-02-25,M09,issue,94.79,kg,,2700.62,,kg
2023-02-25,M02,return,53.11,rolls,,40772.36,,rolls
2023-02-25,M06,issue,94.7,kg,,41247.73,,kg
2023-02-25,M09,return,13.3,kg,,28545.48,,kg
2023-02-25,M10,issue,66.53,kg,,3736.18,,kg
2023-02-25,M04,return,42.63,rolls,,1172.75,,rolls
2023-02-25,M12,issue,42.38,kg,,43267.45,,kg
2023-02-25,M13,receipt,234.37,rolls,SUP01,4934.44,PO-12665,Rolls
2023-02-25,M06,receipt,423.75,kg,SUP05,37208.01,PO-94678,kg
2023-02-25,M12,issue,47.09,kg,,9817.37,,kg
2023-02-25,M13,return,72.87,rolls,,34731.53,,roll
2023-02-25,M04,issue,1.25,rolls,,44683.42,,rolls
2023-02-25,M13,issue,82.22,rolls,,40798.23,,rolls
2023-02-25,M06,writeoff,90.6,kg,,39728.7,,kg
2023-02-25,M01,issue,78.28,rolls,,17253.73,,rolls
2023-02-25,M09,issue,60.21,kg,,11378.43,,kg
2023-02-25,M03,issue,73.87,rolls,,20426.55,,rolls
2023-02-25,M01,issue,66.27,rolls,,5002.45,,rolls
2023-02-26,M05,issue,52.19,rolls,,37306.26,,rolls
2023-02-26,M08,issue,93.11,kg,,4701.51,,kg
2023-02-26,M01,receipt,322.08,rolls,SUP04,31975.99,PO-68681,rolls
2023-02-26,M02,issue,25.12,rolls,,37282.8,,rolls
2023-02-26,M10,receipt,223.45,kg,SUP08,25015.04,PO-37215,kg
2023-02-26,M06,issue,54.23,kg,,21222.14,,kg
2023-02-26,M02,return,50.33,rolls,,18783.69,,rolls
2023-02-26,M08,issue,33.23,kg,,33247.77,,kg
2023-02-26,M12,receipt,183.49,kg,SUP04,25079.67,PO-38181,Kg
2023-02-26,M02,return,6.18,rolls,,32766.02,,rolls
2023-02-26,M05,issue,67.3,rolls,,34759.48,,rolls
2023-02-26,M06,receipt,127.57,kg,SUP05,26989.9,PO-18585,kg
2023-02-26,M05,issue,30.89,rolls,,40959.74,,roll
2023-02-26,M14,issue,34.89,rolls,,43769.84,,rolls
2023-02-26,M08,issue,62.28,kg,,25404.13,,kg
2023-02-26,M13,issue,82.8,rolls,,39585.11,,rolls
2023-02-26,M09,issue,6.82,kg,,8438.71,,kilograms
2023-02-26,M13,issue,96.47,rolls,,6001.02,,rolls
2023-02-26,M09,issue,79.7,kg,,4194.69,,Kg
